StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q10,Q12,Q13,Q14_1,Q15,Q16_0_GROUP,Q16_1_GROUP,Q16_0_1_RANK,Q16_0_2_RANK,Q16_0_9_RANK,Q16_0_3_RANK,Q16_0_4_RANK,Q16_0_5_RANK,Q16_0_7_RANK,Q16_0_14_RANK,Q16_0_15_RANK,Q16_1_1_RANK,Q16_1_2_RANK,Q16_1_9_RANK,Q16_1_3_RANK,Q16_1_4_RANK,Q16_1_5_RANK,Q16_1_7_RANK,Q16_1_14_RANK,Q16_1_15_RANK,Q17,Q18_1,Q18_2,Q19,Q20,Q21_1,Q21_2,Q22_1_x,Q22_1_y,Q22,Q7 - Topics
9/2/2019 10:26:00,9/2/2019 10:36:04,IP Address,131.212.248.12,100,603,True,9/2/2019 10:36:04,R_1isaoTkTamRAVjI,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,Asian,Bachelor's degree,"$25,000 - $44,999",54703,Urban,3,3,4,1,1,1,3,4,"Bottled Water
 ",10,Pesticides,0,"Algae blooms,Heavy Metal Contamination","Human Waste Products,Food/Garbage Disposal Waste,Individual Sewage Systems,Dish-washing Detergent,Urban Runoff (storm drains),Commercial/Industrial Waste,Agriculture","Stream Bank Erosion,Atmospheric Deposition",7,2,,1,6,5,,4,3,,,2,,,,1,,,Application of fertilizers,3,3,News outlets,Consumer,3,2,375,602,The Twin-Cities Metro Area,Unknown
9/2/2019 11:23:43,9/2/2019 11:33:48,IP Address,131.212.251.250,100,604,True,9/2/2019 11:33:48,R_3j3hpjcQavm1dnP,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,Bachelor's degree,"$105,000 or more",55033,Suburban,5,4,4,1,3,3,4,3,"Water purifiers/filter
 ",2,Nitrogen ,0,"Algae blooms,Death of fish and other aquatic life,Waterborne pathogens","Agriculture,Urban Runoff (storm drains)","Human Waste Products,Stream Bank Erosion",1,,,,,2,,,,,,,1,,,2,,,Application of fertilizers,5,5,News outlets,Consumer,3,3,210,680,Southwest Minnesota,Unknown
9/2/2019 11:34:51,9/2/2019 11:44:56,IP Address,131.212.250.190,100,605,True,9/2/2019 11:44:57,R_2xVrURR2ssiz5TY,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",35-44 years old,Female,White,Graduate or professional degree,"$80,000 - $104,999",55311,Suburban,5,4,5,2,3,3,4,4,"Water purifiers/filter
 ,Water softeners
 ",7,Synthetic chemicals,0,,"Dish-washing Detergent,Commercial/Industrial Waste,Stream Bank Erosion,Agriculture,Food/Garbage Disposal Waste","Individual Sewage Systems,Atmospheric Deposition,Urban Runoff (storm drains),Human Waste Products",4,5,,,2,,3,1,,,,2,4,,3,,,1,Application of fertilizers,4,3,Word-of-mouth,Consumer,3,3,341,492,Central Minnesota,Unknown
9/2/2019 11:42:36,9/2/2019 11:52:44,IP Address,131.212.251.174,100,608,True,9/2/2019 11:52:45,R_1hWlp0hxeIWscqk,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",35-44 years old,Female,American Indian or Alaska Native,"Some college, no degree","$45,000 - $64,999",54843,Rural,5,5,5,2,5,2,5,5,I don't use any of these on a regular basis,10,Synthetic chemicals,1,"Toxic drinking water,Algae blooms,Waterborne pathogens","Commercial/Industrial Waste,Agriculture,Urban Runoff (storm drains),Human Waste Products,Atmospheric Deposition","Food/Garbage Disposal Waste,Individual Sewage Systems,Dish-washing Detergent,Stream Bank Erosion",2,,5,4,1,3,,,,,1,,,,,4,3,2,Cropland runoff,4,3,School,Consumer,3,3,575,481,Other,Unknown
9/2/2019 10:02:35,9/2/2019 10:12:52,IP Address,131.212.250.236,100,616,True,9/2/2019 10:12:52,R_1exw2XWYnRo0bgA,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Male,White,"Some college, no degree","Less than $24,999",56368,Rural,3,1,1,5,3,2,2,3,I don't use any of these on a regular basis,3,Bacteria,1,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Heavy Metal Contamination","Commercial/Industrial Waste,Individual Sewage Systems,Human Waste Products,Agriculture","Food/Garbage Disposal Waste,Dish-washing Detergent,Atmospheric Deposition,Stream Bank Erosion",4,,,3,1,,,,2,,1,3,,,,4,2,,I don’t know,0,0,Other,Consumer,2,3,390,604,The Twin-Cities Metro Area,Unknown
8/28/2019 15:32:57,8/28/2019 15:43:16,IP Address,131.212.250.70,100,618,True,8/28/2019 15:43:17,R_Wj4JuCpYVJ2bBi9,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Male,Prefer not to answer,Graduate or professional degree,"$45,000 - $64,999",55404,Urban,4,2,5,3,5,4,5,5,I don't use any of these on a regular basis,10,Nitrogen ,2,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Skin rashes with contact","Commercial/Industrial Waste,Food/Garbage Disposal Waste,Agriculture,Urban Runoff (storm drains),Human Waste Products","Dish-washing Detergent,Stream Bank Erosion,Atmospheric Deposition,Individual Sewage Systems",3,2,,5,1,4,,,,,,3,,,,2,1,4,Runoff from animal operations,5,6,Social media,Consumer,3,5,379,602,The Twin-Cities Metro Area,Unknown
9/2/2019 9:19:56,9/2/2019 9:30:16,IP Address,131.212.248.30,100,620,True,9/2/2019 9:30:17,R_1NtzxQLbPxGq46W,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Female,White,Bachelor's degree,"$25,000 - $44,999",55428,Suburban,5,2,4,5,3,3,5,4,I don't use any of these on a regular basis,7,Phosphorus,1,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Disease from consumption,Skin rashes with contact","Agriculture,Commercial/Industrial Waste,Stream Bank Erosion",Food/Garbage Disposal Waste,1,,,,2,,3,,,,1,,,,,,,,Application of fertilizers,3,3,Word-of-mouth,Consumer,3,4,183,626,Southwest Minnesota,Unknown
8/28/2019 18:11:38,8/28/2019 18:22:04,IP Address,131.212.248.179,100,626,True,8/28/2019 18:22:05,R_2WUcaGRAhbRsHUy,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,Bachelor's degree,"$105,000 or more",59901,Rural,4,3,5,2,4,4,4,4,"Water cooler tanks (e.g. Culligan Water)
 ",8,Nitrogen ,1,"Algae blooms,Death of fish and other aquatic life","Agriculture,Commercial/Industrial Waste,Atmospheric Deposition,Urban Runoff (storm drains),Human Waste Products","Dish-washing Detergent,Food/Garbage Disposal Waste",1,,3,5,2,4,,,,,2,,,,,,1,,Application of fertilizers,4,4,Other,Consumer,2,5,376,307,Northeastern Minnesota,Unknown
9/2/2019 11:23:28,9/2/2019 11:33:57,IP Address,131.212.250.190,100,628,True,9/2/2019 11:33:58,R_2OJvLT3BOskKtua,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,Bachelor's degree,"$105,000 or more",55127,Suburban,1,1,1,1,2,2,2,1,"Water softeners
 ",3,Phosphorus,2,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Flooding,Waterborne pathogens,Disease from consumption,Eutrophication,Heavy Metal Contamination,Skin rashes with contact","Agriculture,Urban Runoff (storm drains),Commercial/Industrial Waste","Human Waste Products,Food/Garbage Disposal Waste,Individual Sewage Systems,Atmospheric Deposition,Dish-washing Detergent,Stream Bank Erosion",1,,,,3,2,,,,,2,4,1,,,6,5,3,Application of fertilizers,5,3,News outlets,Consumer,1,2,186,337,Northwestern Minnesota,Unknown
9/2/2019 12:42:53,9/2/2019 12:53:25,IP Address,131.212.249.110,100,631,True,9/2/2019 12:53:25,R_yTTgeQiWS9SWW2d,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Male,Native Hawaiian or Pacific Islander,High School Diploma or GED,"Less than $24,999",55113,Suburban,4,5,2,3,3,5,5,5,"Water purifiers/filter
 ,Water cooler tanks (e.g. Culligan Water)
 ,Bottled Water
 ",10,Bacteria,4,"Death of fish and other aquatic life,Flooding,Heavy Metal Contamination,Skin rashes with contact","Dish-washing Detergent,Urban Runoff (storm drains),Agriculture","Human Waste Products,Stream Bank Erosion,Food/Garbage Disposal Waste",3,,,,,2,,1,,,3,,1,,,2,,,Application of fertilizers,4,4,Government reports,Consumer,2,4,407,603,The Twin-Cities Metro Area,Unknown
8/28/2019 15:43:36,8/28/2019 15:54:11,IP Address,131.212.248.111,100,634,True,8/28/2019 15:54:11,R_pGV6QRdpcyKcTYZ,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Female,White,Associate's Degree,"$105,000 or more",55038,Suburban,5,5,5,3,3,4,5,5,"Water cooler tanks (e.g. Culligan Water)
 ,Water softeners
 ",7,Phosphorus,2,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens","Food/Garbage Disposal Waste,Human Waste Products,Commercial/Industrial Waste,Individual Sewage Systems,Urban Runoff (storm drains),Agriculture","Atmospheric Deposition,Dish-washing Detergent,Stream Bank Erosion",6,1,,2,3,5,,,4,,,1,,,,3,2,,Application of fertilizers,3,2,News outlets,Consumer,3,3,428,713,Southeast Minnesota,Unknown
9/2/2019 9:48:33,9/2/2019 9:59:09,IP Address,131.212.250.78,100,635,True,9/2/2019 9:59:10,R_3Rr7r3NAWlktpYv,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",35-44 years old,Female,White,Bachelor's degree,"$105,000 or more",55119,Suburban,4,4,4,1,3,4,4,3,"Water purifiers/filter
 ,Bottled Water
 ",10,Nitrogen ,2,"Algae blooms,Death of fish and other aquatic life","Urban Runoff (storm drains),Stream Bank Erosion,Human Waste Products,Agriculture","Atmospheric Deposition,Food/Garbage Disposal Waste,Commercial/Industrial Waste,Individual Sewage Systems,Dish-washing Detergent",4,,,3,,1,2,,,,2,1,,3,,,5,4,Cropland runoff,3,3,News outlets,Consumer,3,3,440,736,Southeast Minnesota,Unknown
9/2/2019 12:17:08,9/2/2019 12:27:44,IP Address,131.212.251.7,100,636,True,9/2/2019 12:27:45,R_3J9sotoeuDDVm8e,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Female,White,Bachelor's degree,"$80,000 - $104,999",55112,Suburban,5,3,5,3,3,4,5,5,I don't use any of these on a regular basis,8,Phosphorus,3,"Algae blooms,Death of fish and other aquatic life,Eutrophication,Skin rashes with contact",Agriculture,Atmospheric Deposition,1,,,,,,,,,,,1,,,,,,,Runoff from animal operations,3,1,News outlets,Consumer,2,4,213,614,Southwest Minnesota,Unknown
8/28/2019 16:52:36,8/28/2019 17:03:14,IP Address,131.212.250.151,100,637,True,8/28/2019 17:03:14,R_3FWkQHESP4LSUik,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Female,Asian,"Some college, no degree","$65,000 - $79,999",55106,Suburban,4,4,4,4,4,4,4,4,"Bottled Water
 ",9,Bacteria,2,Toxic drinking water,"Commercial/Industrial Waste,Individual Sewage Systems,Food/Garbage Disposal Waste,Human Waste Products,Atmospheric Deposition","Stream Bank Erosion,Dish-washing Detergent,Urban Runoff (storm drains),Agriculture",,3,5,4,1,,,,2,4,,,,,3,1,2,,Application of fertilizers,2,2,Social media,Consumer,3,3,377,610,The Twin-Cities Metro Area,Unknown
8/28/2019 15:02:32,8/28/2019 15:13:13,IP Address,131.212.248.219,100,640,True,8/28/2019 15:13:13,R_2zGP8VR12qy2oM0,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,White,Graduate or professional degree,"$105,000 or more",55378,Suburban,1,3,2,1,4,4,2,2,"Water softeners
 ",7,Phosphorus,3,"Algae blooms,Death of fish and other aquatic life,Eutrophication","Urban Runoff (storm drains),Agriculture,Food/Garbage Disposal Waste,Stream Bank Erosion","Atmospheric Deposition,Human Waste Products,Individual Sewage Systems,Dish-washing Detergent,Commercial/Industrial Waste",2,3,,,,1,4,,,,,1,2,5,,,4,3,I don’t know,3,3,Other,"Academic/University Researcher/Extension,Student in agricultural field ,Consumer",1,2,449,736,Southeast Minnesota,Unknown
9/2/2019 12:32:42,9/2/2019 12:43:24,IP Address,131.212.250.204,100,641,True,9/2/2019 12:43:24,R_1mlsWG3NfgHNsW4,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Male,White,"Some college, no degree","$65,000 - $79,999",55808,Suburban,4,4,4,2,3,3,4,4,I don't use any of these on a regular basis,5,Synthetic chemicals,2,"Algae blooms,Death of fish and other aquatic life,Heavy Metal Contamination","Stream Bank Erosion,Commercial/Industrial Waste,Human Waste Products,Agriculture","Individual Sewage Systems,Dish-washing Detergent,Atmospheric Deposition,Food/Garbage Disposal Waste,Urban Runoff (storm drains)",4,,,3,2,,1,,,,4,3,,,5,,2,1,Cropland runoff,3,3,Other,Consumer,4,4,496,359,Northeastern Minnesota,Unknown
9/2/2019 9:32:32,9/2/2019 9:43:15,IP Address,131.212.250.78,100,642,True,9/2/2019 9:43:15,R_3DckSWdQr2DDczj,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,"Some college, no degree","$105,000 or more",55024,Suburban,5,5,5,4,5,5,5,5,"Water purifiers/filter
 ,Water softeners
 ",10,Phosphorus,4,"Death of fish and other aquatic life,Skin rashes with contact","Urban Runoff (storm drains),Individual Sewage Systems,Commercial/Industrial Waste,Food/Garbage Disposal Waste,Atmospheric Deposition,Agriculture","Human Waste Products,Dish-washing Detergent,Stream Bank Erosion",6,4,5,,3,1,,,2,,,,1,,,3,2,,Application of fertilizers,5,5,News outlets,Consumer,5,5,521,260,Northeastern Minnesota,Unknown
8/28/2019 15:19:38,8/28/2019 15:30:23,IP Address,131.212.249.252,100,644,True,8/28/2019 15:30:23,R_2iq2WSrQhjYGAiB,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Male,White,"Some college, no degree","$45,000 - $64,999",55025,Suburban,2,3,3,2,2,2,2,5,"Water purifiers/filter
 ,Bottled Water
 ",6,Nitrogen ,2,Algae blooms,"Agriculture,Atmospheric Deposition,Urban Runoff (storm drains),Dish-washing Detergent,Commercial/Industrial Waste","Individual Sewage Systems,Human Waste Products,Food/Garbage Disposal Waste,Stream Bank Erosion",1,,2,,5,3,,4,,,3,,2,,,4,,1,I don’t know,3,3,News outlets,Consumer,2,4,397,600,The Twin-Cities Metro Area,Unknown
8/28/2019 17:48:54,8/28/2019 17:59:42,IP Address,131.212.249.142,100,647,True,8/28/2019 17:59:42,R_3lJnUsQ7gKsTz5Z,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Male,White,Graduate or professional degree,"$105,000 or more",55406,Urban,5,5,5,4,4,3,4,5,"Water cooler tanks (e.g. Culligan Water)
 ",9,Nitrogen ,3,"Algae blooms,Heavy Metal Contamination,Skin rashes with contact","Commercial/Industrial Waste,Urban Runoff (storm drains),Human Waste Products,Food/Garbage Disposal Waste,Agriculture,Atmospheric Deposition","Stream Bank Erosion,Dish-washing Detergent,Individual Sewage Systems",5,4,6,3,1,2,,,,,,,,,,1,2,3,Runoff from animal operations,2,2,Word-of-mouth,"Academic/University Researcher/Extension,Consumer",3,3,406,595,The Twin-Cities Metro Area,Unknown
9/2/2019 10:56:27,9/2/2019 11:07:14,IP Address,131.212.249.164,100,647,True,9/2/2019 11:07:15,R_D7afb8bXwPIcvmh,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Male,White,Bachelor's degree,"$45,000 - $64,999",55066,Rural,3,3,4,4,3,4,4,4,"Water purifiers/filter
 ,Water softeners
 ",8,Bacteria,1,"Toxic drinking water,Death of fish and other aquatic life,Disease from consumption,Heavy Metal Contamination","Human Waste Products,Commercial/Industrial Waste,Urban Runoff (storm drains),Food/Garbage Disposal Waste,Individual Sewage Systems,Stream Bank Erosion","Agriculture,Atmospheric Deposition,Dish-washing Detergent",,4,,1,2,3,6,,5,1,,2,,,,,3,,Runoff from animal operations,3,4,Social media,Consumer,2,3,384,601,The Twin-Cities Metro Area,Unknown
9/2/2019 8:54:08,9/2/2019 9:04:57,IP Address,131.212.248.30,100,648,True,9/2/2019 9:04:58,R_2D2HpSCLjuSg2bV,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,White,Bachelor's degree,"$45,000 - $64,999",55044,Suburban,4,5,5,3,2,2,5,5,I don't use any of these on a regular basis,0,Phosphorus,0,"Algae blooms,Skin rashes with contact",,,,,,,,,,,,,,,,,,,,,Runoff from animal operations,6,5,News outlets,Consumer,,2,381,618,The Twin-Cities Metro Area,Unknown
9/2/2019 9:06:32,9/2/2019 9:17:21,IP Address,131.212.248.178,100,648,True,9/2/2019 9:17:22,R_2wA03zhhRWVB2Yd,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",35-44 years old,Female,White,Associate's Degree,"$25,000 - $44,999",55303,Suburban,4,4,5,4,2,3,5,5,I don't use any of these on a regular basis,6,Pesticides,0,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Disease from consumption","Commercial/Industrial Waste,Food/Garbage Disposal Waste,Urban Runoff (storm drains),Dish-washing Detergent,Agriculture,Human Waste Products","Individual Sewage Systems,Atmospheric Deposition,Stream Bank Erosion",5,2,,6,1,3,,4,,,,2,,,,3,,1,Application of fertilizers,3,3,News outlets,Consumer,4,5,165,304,Northwestern Minnesota,Unknown
9/2/2019 10:36:37,9/2/2019 10:47:26,IP Address,131.212.249.120,100,648,True,9/2/2019 10:47:26,R_1N8LCcDbyKiuvVC,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",35-44 years old,Female,White,Graduate or professional degree,"$105,000 or more",55305,Suburban,4,4,4,3,4,3,5,5,"Water cooler tanks (e.g. Culligan Water)
 ",9,Phosphorus,3,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Skin rashes with contact","Urban Runoff (storm drains),Dish-washing Detergent,Agriculture",,3,,,,,1,,2,,,,,,,,,,,I don’t know,4,4,News outlets,Consumer,3,4,378,590,The Twin-Cities Metro Area,Unknown
8/28/2019 19:39:41,8/28/2019 19:50:37,IP Address,131.212.251.95,100,656,True,8/28/2019 19:50:37,R_DeFjzFWL1x81OmJ,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,White,Bachelor's degree,"$25,000 - $44,999",55413,Urban,3,4,5,4,2,2,4,5,I don't use any of these on a regular basis,5,Pesticides,0,"Death of fish and other aquatic life,Heavy Metal Contamination,Skin rashes with contact","Agriculture,Atmospheric Deposition,Dish-washing Detergent,Commercial/Industrial Waste,Stream Bank Erosion","Food/Garbage Disposal Waste,Individual Sewage Systems,Human Waste Products,Urban Runoff (storm drains)",1,,2,,4,,5,3,,,1,,3,,4,,,2,I don’t know,3,3,Word-of-mouth,Consumer,3,3,189,581,Southwest Minnesota,Unknown
9/2/2019 11:35:25,9/2/2019 11:46:23,IP Address,131.212.250.15,100,657,True,9/2/2019 11:46:23,R_3pkXBDYbC5YUpHK,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",35-44 years old,Male,White,Graduate or professional degree,"$80,000 - $104,999",55311,Suburban,2,4,3,1,3,3,5,5,"Water purifiers/filter
 ,Water softeners
 ,Bottled Water
 ",8,Pesticides,2,"Toxic drinking water,Death of fish and other aquatic life,Disease from consumption,Heavy Metal Contamination","Urban Runoff (storm drains),Agriculture,Dish-washing Detergent,Atmospheric Deposition","Individual Sewage Systems,Human Waste Products",2,,4,,,1,,3,,,,,2,,,,,1,Runoff from animal operations,4,4,Word-of-mouth,Consumer,3,3,438,721,Southeast Minnesota,Unknown
8/28/2019 17:30:11,8/28/2019 17:41:12,IP Address,131.212.251.125,100,661,True,8/28/2019 17:41:13,R_2cwFWsK4RFLzcEx,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",65-74 years old,Male,White,Bachelor's degree,"$45,000 - $64,999",55418,Urban,4,4,4,0,3,3,3,4,I don't use any of these on a regular basis,8,Phosphorus,2,"Algae blooms,Death of fish and other aquatic life,Eutrophication","Agriculture,Commercial/Industrial Waste","Individual Sewage Systems,Urban Runoff (storm drains)",1,,,,2,,,,,,,,,,2,,,1,Application of fertilizers,2,2,News outlets,Consumer,3,3,215,622,Southwest Minnesota,Unknown
9/2/2019 11:21:57,9/2/2019 11:33:00,IP Address,131.212.251.0,100,662,True,9/2/2019 11:33:01,R_1207qrvIMgD4zRK,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Female,White,Graduate or professional degree,"$105,000 or more",55444,Suburban,5,3,4,5,4,4,5,5,"Water purifiers/filter
 ,Water softeners
 ,Bottled Water
 ",5,Synthetic chemicals,,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Waterborne pathogens,Disease from consumption,Skin rashes with contact","Commercial/Industrial Waste,Urban Runoff (storm drains),Dish-washing Detergent,Human Waste Products,Agriculture,Individual Sewage Systems","Food/Garbage Disposal Waste,Stream Bank Erosion,Atmospheric Deposition",5,,,4,1,2,,3,6,,1,3,,,,2,,,I don’t know,3,2,News outlets,Consumer,4,4,434,720,Southeast Minnesota,Unknown
9/2/2019 11:23:57,9/2/2019 11:35:03,IP Address,131.212.251.174,100,666,True,9/2/2019 11:35:04,R_1Cg7urAHjaEujpv,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Male,White,Bachelor's degree,"$65,000 - $79,999",55443,Suburban,3,3,3,4,3,2,3,1,"Water softeners
 ",1,Phosphorus,2,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Disease from consumption","Commercial/Industrial Waste,Food/Garbage Disposal Waste,Human Waste Products,Urban Runoff (storm drains),Agriculture","Individual Sewage Systems,Stream Bank Erosion,Dish-washing Detergent,Atmospheric Deposition",5,2,,3,1,4,,,,,,4,,,,2,3,1,Application of fertilizers,2,3,News outlets,Consumer,2,2,388,602,The Twin-Cities Metro Area,Unknown
8/28/2019 15:19:59,8/28/2019 15:31:08,IP Address,131.212.248.180,100,668,True,8/28/2019 15:31:08,R_3EnTnUIfYxqnsDx,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",35-44 years old,Female,White,Graduate or professional degree,"$65,000 - $79,999",55406,Urban,5,5,5,0,0,3,5,5,I don't use any of these on a regular basis,10,Bacteria,0,"Toxic drinking water,Heavy Metal Contamination,Skin rashes with contact","Human Waste Products,Food/Garbage Disposal Waste,Commercial/Industrial Waste,Individual Sewage Systems,Dish-washing Detergent,Urban Runoff (storm drains),Atmospheric Deposition","Agriculture,Stream Bank Erosion",,2,7,1,3,6,,5,4,1,,,,,,2,,,Application of fertilizers,4,2,News outlets,Consumer,4,4,206,683,Southwest Minnesota,Unknown
8/28/2019 19:17:39,8/28/2019 19:28:47,IP Address,131.212.248.195,100,668,True,8/28/2019 19:28:48,R_3OktEbGd3gk4J06,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",25-34 years old,Female,White,Bachelor's degree,"$45,000 - $64,999",55109,Suburban,3,3,3,2,2,2,2,2,"Water softeners
 ",4,Bacteria,2,Disease from consumption,Agriculture,Atmospheric Deposition,1,,,,,,,,,,,1,,,,,,,I don’t know,2,3,News outlets,Consumer,2,3,383,617,The Twin-Cities Metro Area,Unknown
9/2/2019 11:04:21,9/2/2019 11:15:30,IP Address,131.212.249.152,100,669,True,9/2/2019 11:15:31,R_xznt54KEkdrfoyJ,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",45-54 years old,Female,White,Associate's Degree,"$105,000 or more",55367,Rural,2,3,4,3,4,4,4,3,I don't use any of these on a regular basis,5,Synthetic chemicals,2,"Toxic drinking water,Algae blooms","Commercial/Industrial Waste,Agriculture,Urban Runoff (storm drains),Dish-washing Detergent","Atmospheric Deposition,Stream Bank Erosion,Human Waste Products,Individual Sewage Systems,Food/Garbage Disposal Waste",2,,,,1,3,,4,,,5,1,3,,,2,,4,Application of fertilizers,3,3,Word-of-mouth,Consumer,4,4,348,626,The Twin-Cities Metro Area,Unknown
8/28/2019 15:56:28,8/28/2019 16:07:46,IP Address,131.212.248.15,100,677,True,8/28/2019 16:07:46,R_Dous6mCq5tPiGXL,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",18-24 years old,Male,White,Bachelor's degree,"Less than $24,999",55372,Suburban,1,3,2,1,1,3,5,2,"Bottled Water
 ",2,Pesticides,1,"Algae blooms,Death of fish and other aquatic life","Commercial/Industrial Waste,Human Waste Products,Urban Runoff (storm drains),Individual Sewage Systems,Dish-washing Detergent,Agriculture","Food/Garbage Disposal Waste,Atmospheric Deposition,Stream Bank Erosion",6,,,2,1,3,,5,4,,1,2,,,,3,,,I don’t know,4,3,News outlets,Consumer,2,2,382,588,The Twin-Cities Metro Area,Unknown
8/28/2019 16:54:31,8/28/2019 17:05:52,IP Address,131.212.251.219,100,681,True,8/28/2019 17:05:52,R_2RWxSm8NKIl0vM5,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Female,White,Graduate or professional degree,"$45,000 - $64,999",55016,Suburban,4,3,3,3,2,3,4,3,"Water softeners
 ,Bottled Water
 ",5,Bacteria,1,"Toxic drinking water,Algae blooms,Death of fish and other aquatic life,Skin rashes with contact","Agriculture,Commercial/Industrial Waste,Dish-washing Detergent","Food/Garbage Disposal Waste,Atmospheric Deposition,Urban Runoff (storm drains),Stream Bank Erosion,Human Waste Products,Individual Sewage Systems",1,,,,2,,,3,,,1,2,5,,3,4,,6,Application of fertilizers,4,2,News outlets,Consumer,2,2,396,732,Southeast Minnesota,Unknown
9/2/2019 11:02:06,9/2/2019 11:13:28,IP Address,131.212.249.8,100,682,True,9/2/2019 11:13:29,R_20U97V7lzz0KPBO,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",75 years or older,Female,White,Graduate or professional degree,"$45,000 - $64,999",55421,Urban,0,0,5,3,2,3,4,5,I don't use any of these on a regular basis,5,Phosphorus,2,"Toxic drinking water,Algae blooms,Flooding,Waterborne pathogens,Disease from consumption,Heavy Metal Contamination","Commercial/Industrial Waste,Urban Runoff (storm drains),Agriculture",,3,,,,1,2,,,,,,,,,,,,,I don’t know,0,,Other,Consumer,3,3,383,613,The Twin-Cities Metro Area,Unknown
9/2/2019 9:07:19,9/2/2019 9:18:43,IP Address,131.212.248.50,100,684,True,9/2/2019 9:18:44,R_xDXx5vAaYxCOeuR,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,"I consent, begin the study",55-64 years old,Male,White,"Some college, no degree","Less than $24,999",55110,Suburban,4,4,5,2,2,2,3,3,"Bottled Water
 ",5,Pesticides,2,"Toxic drinking water,Algae blooms,Skin rashes with contact",,,,,,,,,,,,,,,,,,,,,Application of fertilizers,2,2,News outlets,Consumer,2,2,385,596,The Twin-Cities Metro Area,Unknown
